sample,status,metric,family,lane,bit,control_bit,scope,count,min_ps,median_ps,p95_ps,max_ps,spread_ps,value_ps
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq2,,dq2,5,1284.0,1666.0,2049.0,2049.0,765.0,765.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq2,,dq2,5,1536.0,1712.0,2135.0,2135.0,599.0,599.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq2,,dq2,5,1651.0,1865.0,2062.0,2062.0,411.0,411.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq2,,dq2,5,1207.0,1768.0,1949.0,1949.0,742.0,742.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1597.0,2016.0,2135.0,2135.0,538.0,538.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1231.0,1521.0,1611.0,1611.0,380.0,380.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1258.0,1363.0,1799.0,1799.0,541.0,541.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1281.0,1786.0,2499.0,2499.0,1218.0,1218.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1555.0,1730.0,1855.0,1855.0,300.0,300.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1125.0,1358.0,1827.0,1827.0,702.0,702.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1743.0,2111.0,2266.0,2266.0,523.0,523.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1238.0,1648.0,1848.0,1848.0,610.0,610.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1378.0,1587.0,1983.0,1983.0,605.0,605.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1572.0,1779.0,1945.0,1945.0,373.0,373.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,5,1368.0,1427.0,1764.0,1764.0,396.0,396.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1600.0,2186.0,2460.0,2460.0,860.0,860.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1475.0,1557.0,1761.0,1761.0,286.0,286.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1472.0,1565.0,1902.0,1902.0,430.0,430.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1332.0,2059.0,2815.0,2815.0,1483.0,1483.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1593.0,2138.0,2176.0,2176.0,583.0,583.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1009.0,1506.0,2128.0,2128.0,1119.0,1119.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1876.0,2315.0,2746.0,2746.0,870.0,870.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1450.0,1822.0,1962.0,1962.0,512.0,512.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1445.0,1799.0,2135.0,2135.0,690.0,690.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1738.0,1820.0,2075.0,2075.0,337.0,337.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,5,1453.0,1824.0,2115.0,2115.0,662.0,662.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1690.0,2098.0,2220.0,2220.0,530.0,530.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1320.0,1434.0,1695.0,1695.0,375.0,375.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1273.0,1281.0,1796.0,1796.0,523.0,523.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1286.0,1840.0,2448.0,2448.0,1162.0,1162.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1644.0,1789.0,1935.0,1935.0,291.0,291.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1184.0,1449.0,1761.0,1761.0,577.0,577.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1835.0,2115.0,2262.0,2262.0,427.0,427.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1328.0,1559.0,1776.0,1776.0,448.0,448.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1442.0,1481.0,1927.0,1927.0,485.0,485.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1628.0,1815.0,1911.0,1911.0,283.0,283.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,5,1347.0,1467.0,1684.0,1684.0,337.0,337.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1789.0,2233.0,2423.0,2423.0,634.0,634.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1342.0,1557.0,1753.0,1753.0,411.0,411.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1328.0,1712.0,1855.0,1855.0,527.0,527.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1452.0,1838.0,2917.0,2917.0,1465.0,1465.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1570.0,1904.0,2233.0,2233.0,663.0,663.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,990.0,1376.0,2311.0,2311.0,1321.0,1321.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1830.0,2161.0,2286.0,2286.0,456.0,456.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1378.0,1761.0,2144.0,2144.0,766.0,766.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1572.0,1807.0,2161.0,2161.0,589.0,589.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1639.0,1860.0,2128.0,2128.0,489.0,489.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,5,1157.0,1809.0,2042.0,2042.0,885.0,885.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1666.0,2144.0,2421.0,2421.0,755.0,755.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1473.0,1634.0,1753.0,1753.0,280.0,280.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1557.0,1641.0,1848.0,1848.0,291.0,291.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1445.0,2052.0,2910.0,2910.0,1465.0,1465.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1651.0,2207.0,2269.0,2269.0,618.0,618.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1166.0,1371.0,2303.0,2303.0,1137.0,1137.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1842.0,2157.0,2483.0,2483.0,641.0,641.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1286.0,1713.0,2138.0,2138.0,852.0,852.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1621.0,1799.0,2247.0,2247.0,626.0,626.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1720.0,1935.0,2068.0,2068.0,348.0,348.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,5,1467.0,1756.0,2006.0,2006.0,539.0,539.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1399.0,1970.0,2154.0,2154.0,755.0,755.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1008.0,1373.0,1597.0,1597.0,589.0,589.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1133.0,1317.0,1570.0,1570.0,437.0,437.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1427.0,1702.0,2316.0,2316.0,889.0,889.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1421.0,1580.0,1822.0,1822.0,401.0,401.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1070.0,1141.0,1552.0,1552.0,482.0,482.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1610.0,1976.0,2108.0,2108.0,498.0,498.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1149.0,1506.0,1633.0,1633.0,484.0,484.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1245.0,1338.0,1883.0,1883.0,638.0,638.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1396.0,1601.0,1731.0,1731.0,335.0,335.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,5,1203.0,1340.0,1677.0,1677.0,474.0,474.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1457.0,1577.0,1919.0,1919.0,462.0,462.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1085.0,1368.0,1559.0,1559.0,474.0,474.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1080.0,1281.0,1574.0,1574.0,494.0,494.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1078.0,1621.0,2283.0,2283.0,1205.0,1205.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1320.0,1500.0,1715.0,1715.0,395.0,395.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1108.0,1129.0,1508.0,1508.0,400.0,400.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1564.0,1807.0,2013.0,2013.0,449.0,449.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1164.0,1363.0,1569.0,1569.0,405.0,405.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1256.0,1480.0,1695.0,1695.0,439.0,439.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1333.0,1588.0,1705.0,1705.0,372.0,372.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1256.0,1332.0,1593.0,1593.0,337.0,337.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1485.0,1879.0,2099.0,2099.0,614.0,614.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1093.0,1388.0,1590.0,1590.0,497.0,497.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1121.0,1235.0,1628.0,1628.0,507.0,507.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1371.0,1702.0,2315.0,2315.0,944.0,944.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1340.0,1759.0,1906.0,1906.0,566.0,566.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,986.0,1148.0,1731.0,1731.0,745.0,745.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1667.0,1896.0,2141.0,2141.0,474.0,474.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1202.0,1590.0,1633.0,1633.0,431.0,431.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1243.0,1481.0,1794.0,1794.0,551.0,551.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1488.0,1585.0,1784.0,1784.0,296.0,296.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1149.0,1424.0,1850.0,1850.0,701.0,701.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1401.0,1662.0,1873.0,1873.0,472.0,472.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1304.0,1458.0,1559.0,1559.0,255.0,255.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1082.0,1350.0,1574.0,1574.0,492.0,492.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1203.0,1628.0,2198.0,2198.0,995.0,995.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1292.0,1534.0,1722.0,1722.0,430.0,430.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1103.0,1210.0,1567.0,1567.0,464.0,464.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1620.0,1893.0,2012.0,2012.0,392.0,392.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1243.0,1447.0,1656.0,1656.0,413.0,413.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1347.0,1516.0,1968.0,1968.0,621.0,621.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1246.0,1679.0,1733.0,1733.0,487.0,487.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1263.0,1422.0,1675.0,1675.0,412.0,412.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1396.0,1814.0,2190.0,2190.0,794.0,794.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1177.0,1383.0,1485.0,1485.0,308.0,308.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1118.0,1289.0,1666.0,1666.0,548.0,548.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1457.0,1648.0,2226.0,2226.0,769.0,769.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1424.0,1598.0,1917.0,1917.0,493.0,493.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1074.0,1231.0,1817.0,1817.0,743.0,743.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1656.0,1891.0,2230.0,2230.0,574.0,574.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1203.0,1481.0,1677.0,1677.0,474.0,474.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1310.0,1570.0,1853.0,1853.0,543.0,543.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1453.0,1578.0,1781.0,1781.0,328.0,328.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1240.0,1248.0,1934.0,1934.0,694.0,694.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1396.0,1539.0,1858.0,1858.0,462.0,462.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1144.0,1254.0,1611.0,1611.0,467.0,467.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1143.0,1159.0,1384.0,1384.0,241.0,241.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1207.0,1376.0,2246.0,2246.0,1039.0,1039.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1097.0,1241.0,1485.0,1485.0,388.0,388.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,990.0,1256.0,1302.0,1302.0,312.0,312.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1601.0,1784.0,1873.0,1873.0,272.0,272.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1065.0,1133.0,1450.0,1450.0,385.0,385.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1157.0,1223.0,1800.0,1800.0,643.0,643.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1175.0,1351.0,1842.0,1842.0,667.0,667.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,1070.0,1192.0,1445.0,1445.0,375.0,375.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1491.0,1758.0,2282.0,2282.0,791.0,791.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1001.0,1366.0,1388.0,1388.0,387.0,387.0
seed1-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1126.0,1258.0,1666.0,1666.0,540.0,540.0
seed1-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1542.0,1738.0,2279.0,2279.0,737.0,737.0
seed2-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1509.0,1853.0,2000.0,2000.0,491.0,491.0
seed2-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1157.0,1266.0,1901.0,1901.0,744.0,744.0
seed2-reset-locks-only,reset_locks_only,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1651.0,1804.0,2318.0,2318.0,667.0,667.0
seed2-robust,robust,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1149.0,1557.0,1768.0,1768.0,619.0,619.0
seed3-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1338.0,1473.0,1858.0,1858.0,520.0,520.0
seed4-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1539.0,1677.0,1730.0,1730.0,191.0,191.0
seed5-pass,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,5,1324.0,1518.0,2023.0,2023.0,699.0,699.0
seed1-fail,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq9,,dq9,5,1481.0,1544.0,1832.0,1832.0,351.0,351.0
seed1-no-tmdriv,no_tmdriv,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq9,,dq9,5,1182.0,1236.0,1368.0,1368.0,186.0,186.0
